cve_id,base_severity,base_score,exploitability_score,impact_score,epss_score,epss_perc,cisa_kev,attack_vector,attack_complexity,privileges_required,user_interaction,scope,confidentiality_impact,integrity_impact,availability_impact,published_date
CVE-2021-34898,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34899,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3490,HIGH,7.8,1.8,5.9,0.0415,0.88203,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-04T02:15Z
CVE-2021-34900,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34901,LOW,3.3,1.8,1.4,0.00489,0.64467,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34902,LOW,3.3,1.8,1.4,0.00489,0.64467,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34903,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34904,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34905,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34906,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34907,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34908,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34909,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3491,HIGH,8.8,2.0,6.0,0.0001,0.00697,False,LOCAL,LOW,LOW,NONE,CHANGED,HIGH,HIGH,HIGH,2021-06-04T02:15Z
CVE-2021-34910,LOW,3.3,1.8,1.4,0.00452,0.62791,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34911,HIGH,7.8,1.8,5.9,0.0066,0.70162,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34912,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34913,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34914,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34915,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34916,LOW,3.3,1.8,1.4,0.00452,0.62791,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34917,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34918,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34919,HIGH,7.8,1.8,5.9,0.00621,0.6906,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3492,HIGH,7.8,1.8,5.9,0.24126,0.95838,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-04-17T05:15Z
CVE-2021-34920,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34921,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34922,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34923,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34924,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34925,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34926,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34927,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34928,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34929,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3493,HIGH,7.8,1.8,5.9,0.73096,0.98727,True,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-04-17T05:15Z
CVE-2021-34930,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34931,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34932,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34933,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34934,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34935,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34936,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34937,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34938,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34939,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3494,MEDIUM,5.9,2.2,3.6,0.00248,0.47912,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2021-04-26T15:15Z
CVE-2021-34940,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34941,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34942,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34943,LOW,3.3,1.8,1.4,0.00452,0.62791,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34944,LOW,3.3,1.8,1.4,0.00452,0.62791,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34945,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34946,HIGH,7.8,1.8,5.9,0.00478,0.63988,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34949,MEDIUM,5.5,1.8,3.6,0.00341,0.56072,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-3495,HIGH,8.8,2.8,5.9,0.00339,0.55929,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-01T14:15Z
CVE-2021-3496,HIGH,7.8,1.8,5.9,0.00184,0.40317,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-04-22T19:15Z
CVE-2021-34969,MEDIUM,5.5,1.8,3.6,0.00537,0.66464,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-3497,HIGH,7.8,1.8,5.9,0.00199,0.42167,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-04-19T21:15Z
CVE-2021-34970,MEDIUM,5.5,1.8,3.6,0.00341,0.56072,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-34972,MEDIUM,5.5,1.8,3.6,0.00537,0.66464,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-34973,MEDIUM,5.5,1.8,3.6,0.00611,0.68802,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-34976,MEDIUM,5.5,1.8,3.6,0.00611,0.68802,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-34977,HIGH,8.8,2.8,5.9,0.00497,0.64764,False,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34978,HIGH,8.8,2.8,5.9,0.00187,0.4075,False,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34979,HIGH,8.8,2.8,5.9,0.00486,0.64335,False,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-3498,HIGH,7.8,1.8,5.9,0.00263,0.49471,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-04-19T21:15Z
CVE-2021-34980,HIGH,8.8,2.8,5.9,0.00224,0.45022,False,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34981,MEDIUM,6.7,0.8,5.9,0.00012,0.01192,False,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-05-07T23:15Z
CVE-2021-34984,MEDIUM,5.5,1.8,3.6,0.00547,0.66822,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34985,MEDIUM,5.5,1.8,3.6,0.00506,0.65198,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,NONE,NONE,2022-01-13T22:15Z
CVE-2021-34986,HIGH,7.8,1.8,5.9,0.00192,0.41348,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-07-15T19:15Z
CVE-2021-34987,HIGH,8.2,1.5,6.0,0.00235,0.46222,False,LOCAL,LOW,HIGH,NONE,CHANGED,HIGH,HIGH,HIGH,2022-07-15T19:15Z
CVE-2021-3499,MEDIUM,5.6,2.2,3.4,0.00135,0.33999,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,2021-06-02T16:15Z
CVE-2021-34991,HIGH,8.8,2.8,5.9,0.00565,0.67404,False,ADJACENT_NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-11-15T16:15Z
CVE-2021-34992,HIGH,8.8,2.8,5.9,0.21136,0.95421,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-11-15T16:15Z
CVE-2021-34993,CRITICAL,9.8,3.9,5.9,0.00907,0.74789,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34994,HIGH,8.8,2.8,5.9,0.00603,0.68512,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34995,HIGH,8.8,2.8,5.9,0.02865,0.85715,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34996,HIGH,8.8,2.8,5.9,0.23262,0.95714,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34997,HIGH,8.8,2.8,5.9,0.02767,0.85435,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34998,HIGH,7.8,1.8,5.9,0.00049,0.14587,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-13T22:15Z
CVE-2021-34999,MEDIUM,5.5,1.8,3.6,0.00048,0.14011,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-3500,HIGH,7.8,1.8,5.9,0.00288,0.51841,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-06-24T19:15Z
CVE-2021-35001,MEDIUM,6.5,2.8,3.6,0.00357,0.57127,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2024-05-07T23:15Z
CVE-2021-35002,HIGH,8.8,2.8,5.9,0.05421,0.89758,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2024-05-07T23:15Z
CVE-2021-35003,CRITICAL,9.8,3.9,5.9,0.10631,0.92982,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-21T16:15Z
CVE-2021-35004,CRITICAL,9.8,3.9,5.9,0.16462,0.94607,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-01-21T16:15Z
CVE-2021-35005,LOW,3.3,1.8,1.4,0.00051,0.15473,False,LOCAL,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2022-01-24T18:15Z
CVE-2021-3501,HIGH,7.1,1.8,5.2,0.00042,0.11724,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,HIGH,HIGH,2021-05-06T13:15Z
CVE-2021-3502,MEDIUM,5.5,1.8,3.6,0.00032,0.07133,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2021-05-07T12:15Z
CVE-2021-35027,HIGH,7.5,3.9,3.6,0.00315,0.53964,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2021-09-29T11:15Z
CVE-2021-35028,HIGH,7.8,1.8,5.9,0.0007,0.21669,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-09-29T11:15Z
CVE-2021-35029,CRITICAL,9.8,3.9,5.9,0.00713,0.71378,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-07-02T11:15Z
CVE-2021-3503,MEDIUM,4.3,2.8,1.4,0.00445,0.62482,False,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,NONE,2022-04-18T17:15Z
CVE-2021-35030,MEDIUM,4.3,1.2,2.7,0.00115,0.30945,False,ADJACENT_NETWORK,LOW,HIGH,REQUIRED,CHANGED,LOW,LOW,NONE,2021-07-26T12:15Z
CVE-2021-35031,HIGH,8.0,2.1,5.9,0.00085,0.25457,False,ADJACENT_NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-12-28T11:15Z
CVE-2021-35032,HIGH,7.8,1.8,5.9,0.00036,0.08718,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-12-28T11:15Z
CVE-2021-35033,HIGH,7.8,1.8,5.9,0.00036,0.08519,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-11-23T22:15Z
CVE-2021-35034,CRITICAL,9.1,3.9,5.2,0.00271,0.50291,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,NONE,2021-12-29T13:15Z
CVE-2021-35035,MEDIUM,6.5,2.8,3.6,0.00073,0.22648,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2021-12-29T13:15Z
CVE-2021-35036,MEDIUM,6.5,2.8,3.6,0.00196,0.41827,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2022-03-01T07:15Z
CVE-2021-35037,MEDIUM,6.1,2.8,2.7,0.00154,0.36741,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-07-12T11:15Z
CVE-2021-35039,HIGH,7.8,1.8,5.9,0.00066,0.20552,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-07-07T01:15Z
CVE-2021-3504,MEDIUM,5.4,2.8,2.5,0.00121,0.31846,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,LOW,2021-05-11T23:15Z
CVE-2021-35041,HIGH,7.5,3.9,3.6,0.00334,0.55603,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2021-06-24T00:15Z
CVE-2021-35042,CRITICAL,9.8,3.9,5.9,0.06963,0.91037,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-07-02T10:15Z
CVE-2021-35043,MEDIUM,6.1,2.8,2.7,0.00331,0.5533,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-07-19T15:15Z
CVE-2021-35045,MEDIUM,6.1,2.8,2.7,0.00396,0.59589,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-06-22T14:15Z
CVE-2021-35046,MEDIUM,6.1,2.8,2.7,0.002,0.42258,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-06-22T14:15Z
CVE-2021-35047,HIGH,8.8,2.8,5.9,0.00894,0.74604,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-25T12:15Z
CVE-2021-35048,CRITICAL,9.8,3.9,5.9,0.00785,0.72793,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-25T12:15Z
CVE-2021-35049,HIGH,8.8,2.8,5.9,0.03366,0.86854,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-25T12:15Z
CVE-2021-3505,MEDIUM,5.5,1.8,3.6,0.00126,0.32709,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2021-04-19T21:15Z
CVE-2021-35050,HIGH,7.5,3.9,3.6,0.00307,0.53361,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,NONE,NONE,2021-06-25T12:15Z
CVE-2021-35052,HIGH,7.8,1.8,5.9,0.00057,0.17353,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-11-23T16:15Z
CVE-2021-35053,HIGH,7.5,3.9,3.6,0.01281,0.78733,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2021-11-03T20:15Z
CVE-2021-35054,HIGH,7.5,3.9,3.6,0.00366,0.57773,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,HIGH,NONE,2021-07-20T07:15Z
CVE-2021-35055,HIGH,8.8,2.8,5.9,0.00549,0.66895,False,NETWORK,LOW,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,HIGH,2021-12-26T00:15Z
CVE-2021-35056,MEDIUM,6.7,0.8,5.9,0.00057,0.17403,False,LOCAL,LOW,HIGH,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-07-15T19:15Z
CVE-2021-35059,MEDIUM,6.1,2.8,2.7,0.00454,0.62861,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-10-11T09:15Z
CVE-2021-3506,HIGH,7.1,1.8,5.2,0.00376,0.58352,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,HIGH,2021-04-19T22:15Z
CVE-2021-35060,MEDIUM,5.3,3.9,1.4,0.00319,0.54327,False,NETWORK,LOW,NONE,NONE,UNCHANGED,LOW,NONE,NONE,2021-10-11T09:15Z
CVE-2021-35061,MEDIUM,6.1,2.8,2.7,0.00222,0.44754,False,NETWORK,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-08-30T19:15Z
CVE-2021-35062,HIGH,8.1,2.2,5.9,0.0031,0.53609,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-08-30T20:15Z
CVE-2021-35063,HIGH,7.5,3.9,3.6,0.00902,0.74705,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2021-07-22T18:15Z
CVE-2021-35064,CRITICAL,9.8,3.9,5.9,0.79052,0.99021,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-07-12T12:15Z
CVE-2021-35065,HIGH,7.5,3.9,3.6,0.00348,0.56586,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2022-12-26T07:15Z
CVE-2021-35066,CRITICAL,9.8,3.9,5.9,0.00428,0.61582,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2021-06-21T20:15Z
CVE-2021-35067,HIGH,8.1,2.8,5.2,0.00219,0.44526,False,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,NONE,2021-10-07T15:15Z
CVE-2021-35068,CRITICAL,9.8,3.9,5.9,0.00219,0.44481,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-02-11T11:15Z
CVE-2021-35069,HIGH,7.8,1.8,5.9,0.00119,0.31508,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-02-11T11:15Z
CVE-2021-3507,MEDIUM,6.1,1.8,4.2,0.00019,0.03037,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,LOW,2021-05-06T16:15Z
CVE-2021-35070,MEDIUM,5.5,1.8,3.6,0.00088,0.26096,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2022-06-14T10:15Z
CVE-2021-35071,MEDIUM,5.5,1.8,3.6,0.00109,0.29779,False,LOCAL,LOW,LOW,NONE,UNCHANGED,NONE,NONE,HIGH,2022-06-14T10:15Z
CVE-2021-35072,HIGH,7.8,1.8,5.9,0.00146,0.3557,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-06-14T10:15Z
CVE-2021-35073,HIGH,7.5,3.9,3.6,0.00245,0.47686,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2022-06-14T10:15Z
CVE-2021-35074,HIGH,7.8,1.8,5.9,0.00094,0.27227,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-02-11T11:15Z
CVE-2021-35075,HIGH,7.8,1.8,5.9,0.00094,0.27227,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-02-11T11:15Z
CVE-2021-35076,HIGH,7.5,3.9,3.6,0.00246,0.47747,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2022-06-14T10:15Z
CVE-2021-35077,HIGH,7.8,1.8,5.9,0.00096,0.27647,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-02-11T11:15Z
CVE-2021-35078,HIGH,7.5,3.9,3.6,0.00388,0.59074,False,NETWORK,LOW,NONE,NONE,UNCHANGED,NONE,NONE,HIGH,2022-06-14T10:15Z
CVE-2021-35079,MEDIUM,5.5,1.8,3.6,0.00025,0.05165,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2022-06-14T10:15Z
CVE-2021-3508,MEDIUM,5.5,1.8,3.6,0.00339,0.55928,False,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2021-04-28T14:15Z
CVE-2021-35080,MEDIUM,5.5,1.8,3.6,0.00039,0.10057,False,LOCAL,LOW,LOW,NONE,UNCHANGED,HIGH,NONE,NONE,2022-06-14T10:15Z
CVE-2021-35081,CRITICAL,9.8,3.9,5.9,0.00321,0.54523,False,NETWORK,LOW,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-06-14T10:15Z
CVE-2021-35082,HIGH,8.1,2.2,5.9,0.00167,0.38257,False,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2022-06-14T10:15Z
