server_id,cve_id,severity,epss,software,version
Srv_PROD_096,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_097,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_097,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_097,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_097,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_097,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_097,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_097,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_UAT_097,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_PROD_097,CVE-2020-3722,HIGH,0.15524,adobe:framemaker,2019.0.4
Srv_DEV_098,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_UAT_098,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_PROD_098,CVE-2022-32230,HIGH,0.04549,microsoft:windows_10,1809
Srv_DEV_098,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_UAT_098,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_PROD_098,CVE-2020-0607,MEDIUM,0.175,microsoft:windows_10,1607
Srv_DEV_098,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_UAT_098,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_PROD_098,CVE-2022-29063,CRITICAL,0.12147,apache:ofbiz,18.12.06
Srv_DEV_099,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_UAT_099,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_PROD_099,CVE-2021-22017,MEDIUM,0.79163,vmware:vcenter_server,6.7
Srv_DEV_099,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_UAT_099,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_PROD_099,CVE-2021-29621,MEDIUM,0.0029,apache:airflow,1.10.0
Srv_DEV_100,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_UAT_100,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_PROD_100,CVE-2021-43222,HIGH,0.08992,microsoft:windows_10,1607
Srv_DEV_100,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_UAT_100,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_PROD_100,CVE-2021-44515,CRITICAL,0.94311,zohocorp:manageengine_desktop_central,10.1.2127.18
Srv_DEV_100,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_UAT_100,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
Srv_PROD_100,CVE-2021-20021,CRITICAL,0.8495,microsoft:windows,10.0.9.6103
